gene,gene_url,gene_url_lynx,gene_url_ucsc
SHANK3,https://www.dbdb.urmc.rochester.edu/genes/SHANK3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SHANK3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SHANK3
SHH,https://www.dbdb.urmc.rochester.edu/genes/SHH?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SHH,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SHH
SHOC2,https://www.dbdb.urmc.rochester.edu/genes/SHOC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SHOC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SHOC2
SIK1,https://www.dbdb.urmc.rochester.edu/genes/SIK1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SIK1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SIK1
SIL1,https://www.dbdb.urmc.rochester.edu/genes/SIL1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SIL1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SIL1
SIX3,https://www.dbdb.urmc.rochester.edu/genes/SIX3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SIX3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SIX3
SLC12A6,https://www.dbdb.urmc.rochester.edu/genes/SLC12A6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC12A6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC12A6
SLC16A2,https://www.dbdb.urmc.rochester.edu/genes/SLC16A2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC16A2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC16A2
SLC1A4,https://www.dbdb.urmc.rochester.edu/genes/SLC1A4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC1A4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC1A4
SLC25A12,https://www.dbdb.urmc.rochester.edu/genes/SLC25A12?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC25A12,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC25A12
SLC25A19,https://www.dbdb.urmc.rochester.edu/genes/SLC25A19?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC25A19,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC25A19
SLC25A22,https://www.dbdb.urmc.rochester.edu/genes/SLC25A22?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC25A22,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC25A22
SLC2A1,https://www.dbdb.urmc.rochester.edu/genes/SLC2A1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC2A1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC2A1
SLC35A2,https://www.dbdb.urmc.rochester.edu/genes/SLC35A2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC35A2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC35A2
SLC6A5,https://www.dbdb.urmc.rochester.edu/genes/SLC6A5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC6A5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC6A5
SLC6A8,https://www.dbdb.urmc.rochester.edu/genes/SLC6A8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC6A8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC6A8
SLC9A6,https://www.dbdb.urmc.rochester.edu/genes/SLC9A6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SLC9A6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SLC9A6
SMAD2,https://www.dbdb.urmc.rochester.edu/genes/SMAD2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMAD2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMAD2
SMARCA2,https://www.dbdb.urmc.rochester.edu/genes/SMARCA2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMARCA2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMARCA2
SMARCA4,https://www.dbdb.urmc.rochester.edu/genes/SMARCA4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMARCA4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMARCA4
SMARCB1,https://www.dbdb.urmc.rochester.edu/genes/SMARCB1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMARCB1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMARCB1
SMARCE1,https://www.dbdb.urmc.rochester.edu/genes/SMARCE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMARCE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMARCE1
SMC1A,https://www.dbdb.urmc.rochester.edu/genes/SMC1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMC1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMC1A
SMC3,https://www.dbdb.urmc.rochester.edu/genes/SMC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMC3
SMS,https://www.dbdb.urmc.rochester.edu/genes/SMS?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SMS,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SMS
SNAP29,https://www.dbdb.urmc.rochester.edu/genes/SNAP29?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SNAP29,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SNAP29
SNRPB,https://www.dbdb.urmc.rochester.edu/genes/SNRPB?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SNRPB,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SNRPB
SNX14,https://www.dbdb.urmc.rochester.edu/genes/SNX14?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SNX14,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SNX14
SOBP,https://www.dbdb.urmc.rochester.edu/genes/SOBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SOBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SOBP
SOS1,https://www.dbdb.urmc.rochester.edu/genes/SOS1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SOS1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SOS1
SOX2,https://www.dbdb.urmc.rochester.edu/genes/SOX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SOX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SOX2
SPATA7,https://www.dbdb.urmc.rochester.edu/genes/SPATA7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SPATA7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SPATA7
SPG11,https://www.dbdb.urmc.rochester.edu/genes/SPG11?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SPG11,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SPG11
SPOCK1,https://www.dbdb.urmc.rochester.edu/genes/SPOCK1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SPOCK1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SPOCK1
SPTAN1,https://www.dbdb.urmc.rochester.edu/genes/SPTAN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SPTAN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SPTAN1
SRCAP,https://www.dbdb.urmc.rochester.edu/genes/SRCAP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SRCAP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SRCAP
SRPX2,https://www.dbdb.urmc.rochester.edu/genes/SRPX2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SRPX2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SRPX2
SSR4,https://www.dbdb.urmc.rochester.edu/genes/SSR4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SSR4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SSR4
ST3GAL3,https://www.dbdb.urmc.rochester.edu/genes/ST3GAL3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=ST3GAL3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=ST3GAL3
STAMBP,https://www.dbdb.urmc.rochester.edu/genes/STAMBP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STAMBP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STAMBP
STIL,https://www.dbdb.urmc.rochester.edu/genes/STIL?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STIL,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STIL
STRA6,https://www.dbdb.urmc.rochester.edu/genes/STRA6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STRA6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STRA6
STRADA,https://www.dbdb.urmc.rochester.edu/genes/STRADA?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STRADA,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STRADA
STT3A,https://www.dbdb.urmc.rochester.edu/genes/STT3A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STT3A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STT3A
STT3B,https://www.dbdb.urmc.rochester.edu/genes/STT3B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STT3B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STT3B
STX1B,https://www.dbdb.urmc.rochester.edu/genes/STX1B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STX1B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STX1B
STXBP1,https://www.dbdb.urmc.rochester.edu/genes/STXBP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=STXBP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=STXBP1
SYN1,https://www.dbdb.urmc.rochester.edu/genes/SYN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SYN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SYN1
SYNE1,https://www.dbdb.urmc.rochester.edu/genes/SYNE1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SYNE1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SYNE1
SYNGAP1,https://www.dbdb.urmc.rochester.edu/genes/SYNGAP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SYNGAP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SYNGAP1
SYP,https://www.dbdb.urmc.rochester.edu/genes/SYP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SYP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SYP
SZT2,https://www.dbdb.urmc.rochester.edu/genes/SZT2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=SZT2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=SZT2
TAF2,https://www.dbdb.urmc.rochester.edu/genes/TAF2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TAF2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TAF2
TBC1D24,https://www.dbdb.urmc.rochester.edu/genes/TBC1D24?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TBC1D24,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TBC1D24
TBC1D7,https://www.dbdb.urmc.rochester.edu/genes/TBC1D7?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TBC1D7,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TBC1D7
TBR2,https://www.dbdb.urmc.rochester.edu/genes/TBR2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TBR2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TBR2
TCF4,https://www.dbdb.urmc.rochester.edu/genes/TCF4?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCF4,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCF4
TCTN1,https://www.dbdb.urmc.rochester.edu/genes/TCTN1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN1
TCTN2,https://www.dbdb.urmc.rochester.edu/genes/TCTN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN2
TCTN3,https://www.dbdb.urmc.rochester.edu/genes/TCTN3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TCTN3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TCTN3
TDGF1,https://www.dbdb.urmc.rochester.edu/genes/TDGF1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TDGF1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TDGF1
TECR,https://www.dbdb.urmc.rochester.edu/genes/TECR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TECR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TECR
TGIF1,https://www.dbdb.urmc.rochester.edu/genes/TGIF1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TGIF1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TGIF1
THOC6,https://www.dbdb.urmc.rochester.edu/genes/THOC6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=THOC6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=THOC6
TIMM8A,https://www.dbdb.urmc.rochester.edu/genes/TIMM8A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TIMM8A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TIMM8A
TMEM138,https://www.dbdb.urmc.rochester.edu/genes/TMEM138?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM138,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM138
TMEM216,https://www.dbdb.urmc.rochester.edu/genes/TMEM216?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM216,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM216
TMEM231,https://www.dbdb.urmc.rochester.edu/genes/TMEM231?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM231,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM231
TMEM237,https://www.dbdb.urmc.rochester.edu/genes/TMEM237?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM237,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM237
TMEM5,https://www.dbdb.urmc.rochester.edu/genes/TMEM5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM5
TMEM67,https://www.dbdb.urmc.rochester.edu/genes/TMEM67?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TMEM67,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TMEM67
TNSALP,https://www.dbdb.urmc.rochester.edu/genes/TNSALP?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TNSALP,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TNSALP
TRAPPC9,https://www.dbdb.urmc.rochester.edu/genes/TRAPPC9?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TRAPPC9,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TRAPPC9
TREX1,https://www.dbdb.urmc.rochester.edu/genes/TREX1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TREX1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TREX1
TRIM32,https://www.dbdb.urmc.rochester.edu/genes/TRIM32?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TRIM32,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TRIM32
TRIO,https://www.dbdb.urmc.rochester.edu/genes/TRIO?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TRIO,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TRIO
TRMT10A,https://www.dbdb.urmc.rochester.edu/genes/TRMT10A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TRMT10A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TRMT10A
TSC1,https://www.dbdb.urmc.rochester.edu/genes/TSC1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TSC1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TSC1
TSC2,https://www.dbdb.urmc.rochester.edu/genes/TSC2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TSC2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TSC2
TSEN2,https://www.dbdb.urmc.rochester.edu/genes/TSEN2?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TSEN2,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TSEN2
TSEN34,https://www.dbdb.urmc.rochester.edu/genes/TSEN34?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TSEN34,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TSEN34
TSEN54,https://www.dbdb.urmc.rochester.edu/genes/TSEN54?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TSEN54,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TSEN54
TTC21B,https://www.dbdb.urmc.rochester.edu/genes/TTC21B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TTC21B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TTC21B
TTC8,https://www.dbdb.urmc.rochester.edu/genes/TTC8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TTC8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TTC8
TUBA1A,https://www.dbdb.urmc.rochester.edu/genes/TUBA1A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBA1A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBA1A
TUBA8,https://www.dbdb.urmc.rochester.edu/genes/TUBA8?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBA8,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBA8
TUBB2A,https://www.dbdb.urmc.rochester.edu/genes/TUBB2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBB2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBB2A
TUBB2B,https://www.dbdb.urmc.rochester.edu/genes/TUBB2B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBB2B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBB2B
TUBB3,https://www.dbdb.urmc.rochester.edu/genes/TUBB3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBB3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBB3
TUBB4A,https://www.dbdb.urmc.rochester.edu/genes/TUBB4A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBB4A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBB4A
TUBB5,https://www.dbdb.urmc.rochester.edu/genes/TUBB5?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBB5,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBB5
TUBG1,https://www.dbdb.urmc.rochester.edu/genes/TUBG1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBG1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBG1
TUBGCP6,https://www.dbdb.urmc.rochester.edu/genes/TUBGCP6?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUBGCP6,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUBGCP6
TULP1,https://www.dbdb.urmc.rochester.edu/genes/TULP1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TULP1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TULP1
TUSC3,https://www.dbdb.urmc.rochester.edu/genes/TUSC3?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=TUSC3,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=TUSC3
UBE2A,https://www.dbdb.urmc.rochester.edu/genes/UBE2A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=UBE2A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=UBE2A
UBE3A,https://www.dbdb.urmc.rochester.edu/genes/UBE3A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=UBE3A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=UBE3A
UBR1,https://www.dbdb.urmc.rochester.edu/genes/UBR1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=UBR1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=UBR1
UNC80,https://www.dbdb.urmc.rochester.edu/genes/UNC80?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=UNC80,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=UNC80
UPF3B,https://www.dbdb.urmc.rochester.edu/genes/UPF3B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=UPF3B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=UPF3B
USP9X,https://www.dbdb.urmc.rochester.edu/genes/USP9X?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=USP9X,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=USP9X
VAX1,https://www.dbdb.urmc.rochester.edu/genes/VAX1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=VAX1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=VAX1
VLDLR,https://www.dbdb.urmc.rochester.edu/genes/VLDLR?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=VLDLR,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=VLDLR
VPS13A,https://www.dbdb.urmc.rochester.edu/genes/VPS13A?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=VPS13A,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=VPS13A
VPS13B,https://www.dbdb.urmc.rochester.edu/genes/VPS13B?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=VPS13B,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=VPS13B
VRK1,https://www.dbdb.urmc.rochester.edu/genes/VRK1?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=VRK1,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=VRK1
WAC,https://www.dbdb.urmc.rochester.edu/genes/WAC?content-type=text/html,http://lynx.ci.uchicago.edu/gene/?geneid=WAC,http://genome.ucsc.edu/cgi-bin/hgTracks?org=human&db=hg19&singleSearch=knownCanonical&position=WAC
